,pl,en
smartass_description,"Wchodzisz do nieznanej ci dotąd osady i zawsze, ale to zawsze, trafiasz do właściwej knajpy, rozmawiasz z właściwym barmanem i rozpocz ynasz rozmowę tak, że facet od razu staje się twoim przyjacielem. Wiesz jak gadać z szefem gangu, jak rozśmieszyć bandę mutantów i jak sprawić, by facet, który mierzy ci prosto w łeb z Magnum, odłożył spluwę i spokojnie cię wysłuchał. Potrafisz załatwić dostawę broni, skombinujesz kanister benz yny i zdobędziesz łożysko do samochodu, którego ostatni model rozpadł się dwadzieścia lat temu. A propos, potrzebuję srebrny pocisk...","You walk into an unfamiliar settlement, and always, I mean always, you find the right bar, talk to the right bartender, and start a conversation in such a way that the guy immediately becomes your friend. You know how to talk to the gang leader, how to amuse a bunch of mutants, and how to make a guy aiming his Magnum straight at your head put the gun down and listen to you calmly. You can arrange a weapon delivery, find a canister of gasoline, and get a bearing for a car that's been falling apart for the last twenty years. By the way, I need a silver bullet…"
select_button,WYBIERZ,SELECT
southern_hegemony_name,Południowa Hegemonia,Southern Hegemony
vegas_name,Vegas,Vegas
tuareg_name,Człowiek Pustyni,Tuareg
new_york_name,Nowy Jork,New York
texas_name,Texas,Texas
apallachian_federation_name,Federacja Appalachów,Apallachian Federation
miami_name,Miami,Miami
none_of_your_fucking_business_name,Nie twój zasrany interes,None of your fucking business
salt_lake_city_name,Salt Lake City,Salt Lake City
mississippi_name,Missisipi,Mississippi
outpost_name,Posterunek,Outpost
detroit_name,Detroit,Detroit
character_sheet_button,Karta Postaci,Character Sheet
ethnicity_step_tooltip,Pochodzenie,Ethnicity
profession_step_tooltip,Profesja,Profession
attributes_step_tooltip,Współczynniki,Attributes
specialization_step_tooltip,Specjalizacja,Specialization
skills_step_tooltip,Umiejętności,Skills
tricks_step_tooltip,Sztuczki,Tricks
illness_step_tooltip,Choroba,Illness
reputation_step_tooltip,Reputacja,Reputation
form_step_tooltip,Formularz,Form
equipment_step_tooltip,Sprzęt,Equipment
agi_name,Zręczność,Agility
per_name,Percepcja,Perception
cha_name,Charakter,Character
wit_name,Spryt,Wits
bod_name,Budowa,Body
any_name,Dowolny,Any
natural_killer_name,Urodzony morderca,Natural killer
you_know_i_ate_my_own_dog_name,"Wiesz, zjadłem własnego psa","You know, I ate my own dog"
headstrong_son_of_a_gun_name,Zawzięty sukinkot,Headstrong son of a gun
luck_name,Fart,Luck
gambler_name,Hazardzista,Gambler
telepath_name,Telepata,Telepath
companion_name,Towarzysz,Companion
i_am_a_spirit_of_the_desert_name,Jestem duchem pustyni,I am a spirit of the Desert
self-contained_name,Polegam tylko na sobie,Self-Contained
good_old_education_name,Zalety klasycznego wykształcenia,Good old education
vision_name,Wizja,Vision
patriot_games_name,Czas patriotów,Patriot games
a_man_called_horse_name,Człowiek zwany Koniem,A man called Horse
doctor_quinn_name,Doktor Quinn,Doctor Quinn
healthy_neighbourhood_name,Zdrowa okolica,Healthy Neighbourhood
nobly_born_name,Szlachetnie urodzony,Nobly born
duelist_name,Pojedynkowicz,Duelist
perfect_gun_name,Wychuchana spluwa,Perfect gun
crocodile_dundee_name,Człowiek-aligator,Crocodile Dundee
done_my_share_of_being_ill_name,Ja już swoje odchorowałem,Done my share of being ill
walkabout_name,Walkabout,Walkabout
versatility_name,Wszechstronność,Versatility
versatility_squared_name,Wszechstronność do kwadratu,Versatility squared
goddamn_preacher_name,Cholerny kaznodzieja,Goddamn preacher
i_believe_name,Wierzę,I Believe
everything_was_better_before_the_war_name,Przed wojną wszystko było lepsze,Everything was better before the war
something_s_fishy_name,Coś mi tu śmierdzi,Something’s fishy
come_on_he_s_definitely_drowned_already_name,"Chodźmy, na pewno już utonął","Come on, he’s definitely drowned already"
"acid_in_the_veins,_chlorine_in_the_lungs_name","Kwas w żyłach, chlor w płucach","Acid in the veins, chlorine in the lungs"
it_worked_in_the_simulator_name,Na symulatorze to działało,It worked on the simulator
hi-tech_name,Hi-Tech,Hi-Tech
moloch?_yeah_rings_a_bell_name,Moloch? Coś o nim słyszałem,"Moloch? Yeah, rings a bell"
if_it_has_an_engine_it_will_go_name,Jeśli ma silnik to ruszy,"If it has an engine, it’ll run"
muck_sweat_name,Siódme poty,Muck sweat
what_a_joyride_name,Ale jazda,What a Joyride
remaining_label,POZOSTAŁO,REMAINING
brawl_name,Bijatyka,Brawl
melee_weapon_name,Broń ręczna,Melee Weapon
throwing_name,Rzucanie,Throwing
car_name,Samochód,Car cover
motorcycle_name,Motocykl,Motorcycle
truck_name,Ciężarówka,Truck
pickpocketing_name,Kradzież kieszonkowa,Pickpocketing
lockpicking_name,Otwieranie zamków,Lockpicking
nimble_hands_name,Zwinne dłonie,Nimble Hands
pistols_name,Pistolety,Pistols
rifles_name,Karabiny,Rifles
machine_gun_name,Broń maszynowa,Machine guns
bow_name,Łuk,Bow
crossbow_name,Kusza,Crossbow
slingshot_name,Proca,Slingshot
sense_of_direction_name,Wyczucie kierunku,Sense of direction
traps_name,Przygotowanie pułapek,Traps
tracking_name,Tropienie,Tracking
listening_name,Nasłuchiwanie,Listening
watching_out_name,Wypatrywanie,Spotting
vigilance_name,Czujność,Vigilance
sneaking_name,Skradanie się,Sneaking
hiding_name,Ukrywanie się,Hiding
cloaking_name,Maskowanie,Cloaking
hunting_name,Łowiectwo,Hunting
terrain_knowledge_name,Znajomość terenu,Terrain knowledge
water_aquisition_name,Zdobywanie wody,Water aquisition
intimidation_name,Zastraszanie,Intimidation
persuasion_name,Perswazja,Persuasion
leadership_abilities_name,Zdolności przywódcze,Leadership abilities
perceiving_emotions_name,Postrzeganie emocji,Perceiving emotions
bluff_name,Blef,Bluff
animal_care_name,Opieka nad zwierzętami,Animal care
pain_resistance_name,Odporność na ból,Pain resistance
steadfastness_name,Niezłomność,Steadfastness
morale_name,Morale,Morale
first_aid_name,Pierwsza pomoc,First aid
wound_healing_name,Leczenie ran,Wound healing
disease_treatment_name,Leczenie chorób,Disease treatment
mechanics_name,Mechanika,Mechanics
electronics_name,Elektronika,Electronics Engineer
computers_name,Komputery,Computers
general_knowledge1_name,Wiedza ogólna 1,General Knowledge 1
general_knowledge2_name,Wiedza ogólna 2,General Knowledge 2
general_knowledge3_name,Wiedza ogólna 3,General Knowledge 3
heavy_machinery_name,Maszyny ciężkie,Heavy machinery
combat_vehicles_name,Wozy bojowe,Combat Vehicles
boats_name,Kutry,Boats
gunsmithing_name,Rusznikarstwo,Gunsmithing
launchers_name,Wyrzutnie,Launchers
explosives_name,Materiały wybuchowe,Explosives
fitness_name,Kondycja,Fitness
swimming_name,Pływanie,Swimming
climbing_name,Wspinaczka,Climbing
horse_riding_name,Jazda konna,Horse riding
carriage_driving_name,Powożenie,Carriage driving
wild_ride_name,Ujeżdżanie,Wild ride
history_name,Historia,History
geography_name,Geografia,Geography
biology_name,Biologia,Biology
surgery_name,Chirurgia,Surgery
physics_name,Fizyka,Physics
mathematics_name,Matematyka,Mathematics
chemistry_name,Chemia,Chemistry
psychology_name,Psychologia,Psychology
brawl_description,"Jeżeli chcesz komuś zrobić krzywdę nie potrzebujesz finezji. Znajomość tysiąca chwytów nie jest ci potrzebna. Wystarczy doświadczenie w urządzaniu zadymy. Pięści jak kamienie i twardy łeb, grzbiet jak przęsło mostu. To właśnie kryje się pod nazwą Bijatyka. Dzięki tej Umiejętności potrafisz walczyć gołymi rękami lub za pomocą kastetów, tulipanów i innych knajpianych narzędzi mordu. Po prostu bierzesz, co masz pod ręką, i walisz z całej siły.","If you want to harm someone, you don't need finesse. You don't need to know a thousand holds. What you need is experience in causing a ruckus. Fists like stones, a hard head, a spine like a bridge girder. That's what's hidden under the name ""Brawling."" With this Skill, you can fight with your bare hands or with the help of brass knuckles, truncheons, and other shady murder tools. You just take what you have at hand and strike with all your might."
melee_weapon_description,"Zdradzę ci teraz sekret. Rękami możesz klepać sobie muchy na ścianie albo żuli z rodzinnego miasteczka. Kiedy staniesz oko w oko z mutantem, albo nie daj Bóg z maszyną Molocha, przyda się dzierżyć w prawej ręce jakiś konkret, dajmy na to siekierę. Gazrurka jest najpopularniejszą bronią w powojennym świecie i warto umieć obsłużyć również to narzędzie.","I'll reveal a secret to you now. With your hands, you can swat flies on the wall or roll up a cigarette in your hometown. When you come face to face with a mutant or, God forbid, with a Moloch machine, it's handy to be holding something substantial in your right hand, like an axe, for example. A pipe rifle is the most popular weapon in the post-war world, and it's worth knowing how to handle this tool as well."
throwing_description,"Jak mawiał mój nauczyciel ekonomii, dobrze wyszkolony żołnierz z odległości dwunastu metrów ściąga przeciwnika strażackim toporkiem. Kupić ciężarówkę toporków, wyszkolić żołnierzy i po co nam samoloty, mówił. Tak, ten gość znał się na oszczędnościach w armii.","As my economics teacher used to say, a well-trained soldier can take down an enemy from twelve meters away with a firefighter's axe. ""Buy a truckload of axes, train the soldiers, and who needs airplanes?"" he would say. Yes, that guy knew about military cost savings."
car_description,"Chłopcze, nie próbuj mi tłumaczyć, że nie masz samochodu. Może się zdarzyć, że będziesz go kiedyś miał i wtedy - uwierz mi - lepiej byś wiedział, jak się zmienia biegi i dodaje gazu. Wtedy, kiedy ruszy za tobą banda gangerów, lepiej znać kilka sztuczek i wiedzieć, jak wyciągnąć z maszyny siódme poty. Bierz tę Umiejętność, i nawet nie staraj się grymasić. No już, wpisuj ją na kartę.","Boy, don't try to tell me you don't have a car. It might happen that you'll have one someday, and then - believe me - you'd better know how to shift gears and step on the gas. When a gang of gangers is chasing you, it's better to know a few tricks and how to get every ounce of power from the machine. Take this Skill, and don't even try to haggle. Come on, write it down on your character sheet."
motorcycle_description,"Posłuchaj, ja wiem, że motocykl jest bardziej romantyczny. Tak wiem, że ma lepsze przyspieszenie. Tak, wiem, że motocyklem dostaniesz się w miejsca, w które samochód nigdy nie dotrze. Tak, do cholery, wiem, że motocyklem można nawet jeździć wewnątrz większych budynków. No bierz tę Umiejętność i nie truj wreszcie!","Listen, I know that motorcycles are more romantic. Yes, I know they have better acceleration. Yes, I know that with a motorcycle, you can reach places a car could never get to. Yes, for heaven's sake, I know that you can even ride a motorcycle inside larger buildings. So, take this Skill already and stop yapping!"
truck_description,"Niektórzy lubią szybkie samochody, inni jeszcze szybsze motocykle, ale powiem ci, nie ma to jak czar osiemnastu kółek. Duży, bezpieczny, silny. Gdy prowadzisz ciężarówkę, jesteś panem autostrady. Żaden szpaner w Chryslerze, czy innym Fordzie, ci nie podskoczy. Gangersi mogą się schować, ze swymi rozpadającymi się wehikułami. W dzisiejszych czasach ciężarówka, to jest to, czego potrzebujesz najbardziej.","Some like fast cars, others prefer even faster motorcycles, but I'll tell you, there's nothing like the charm of eighteen wheels. Big, safe, and strong. When you're driving a truck, you're the king of the highway. No show-off in a Chrysler or any other Ford can challenge you. Gangsters can hide with their falling-apart vehicles. In today's world, a truck is what you need most.




"
pickpocketing_description,"Kiedy żyjesz w mieście, reguły gry różnią się znacznie od tego, co jest na pustyni. Miasto to tłum, masa cwaniaków myślących tylko o sobie, kombinujących jakby zarobić jeszcze kilka groszy. A pośród tej masy cwaniaków kręci się dziesięć razy tyle wsioków, którzy z rozdziawionymi mordami łażą po ulicach tak, jak gdyby nigdy nie byli w mieście. I tych wsioków należy oskubać, na nic innego nie zasłużyli. Tak zarabia się na życie w Detroit, tak zarabia się w Vegas. Na turystach, mój drogi, na turystach.","When you live in the city, the rules of the game are significantly different from what they are in the desert. The city is a crowd, a mass of smart guys thinking only about themselves, trying to make a few extra bucks. And among this mass of smart guys, there are ten times as many hicks wandering the streets with gaping mouths, as if they've never been in the city. And these hicks need to be fleeced; they haven't earned anything else. That's how you make a living in Detroit, that's how you make it in Vegas. On tourists, my friend, on tourists."
lockpicking_description,"To bardzo przydatna Umiejętność. I wcale nie dlatego, że jeśli zgubisz klucze od domu, będziesz mógł się dostać do wewnątrz, o nie. Otwieranie zamków to fach, prawdziwa sztuka, coś, co być może zapewni ci pracę i pieniądze. Wystarczy, byś był w tym dobry, a możesz być pewny, że spadniesz na cztery łapy.","It's a very useful skill. Not because you can get inside if you lose your house keys, oh no. Lockpicking is a trade, a real art, something that might get you a job and money. Just be good at it, and you can be sure you'll land on your feet."
nimble_hands_description,"Czy zdarzały ci się chwile, gdy do strita brakowało ci jednej karty i musiałeś przekonywać ćwoków, że wykładasz oklahomę? Jasne. Dobra rada: naucz się podczas rewizji niepostrzeżenie przerzucać nożyk z dłoni do dłoni. Naucz się odpowiednio rzucać kośćmi i kantować w trzy karty. I nie przynoś więcej wstydu Vegas. Zwinne dłonie są wykorzystywane w chwilach, gdy Bohater niepostrzeżenie chce wyciągnąć nóż i ukryć go w rękawie, lub gdy chce odpiąć kaburę, tak, by nikt nie zauważył. Także po to, by zwinąć coś ze straganu, lub by oszukiwać w kartach. Umiejętność jest natomiast zupełnie nieprzydatna przy odkręcaniu tłumika w samochodzie, czy podczas gry na fortepianie.","Have you ever had moments when you were missing one card for a straight and had to convince the chumps that you had a straight flush? Of course. Here's a good piece of advice: learn to secretly switch a knife from hand to hand during searches. Learn to roll dice properly and cheat at cards with three-card monte. And don't bring any more shame to Vegas. Nimble fingers are used when the Hero wants to discreetly pull out a knife and hide it up their sleeve, or when they want to unclasp a holster without anyone noticing. Also, for swiping something from a stall or cheating at cards. This skill is utterly useless when trying to fix a car's muffler or playing the piano."
pistols_description,"Broń krótka to między innymi ten model Glocka, który teraz trzymam w ręku. Wielu z radością wymieniłoby go na jakiś karabin snajperski, albo śrutówkę, ale powiem ci, lubię tego Glocka. Nie zacina się. Nie zajmuje połowy bagażnika. Nie wzbudza emocji i plotek. I nadal, tak jak karabin snajperski, po celnym strzale w łeb, zabija na miejscu. I co ty na to?","A short firearm includes, among other things, the Glock model I'm holding in my hand right now. Many would gladly trade it for a sniper rifle or a shotgun, but I'll tell you, I like this Glock. It doesn't jam. It doesn't take up half of the trunk. It doesn't stir up emotions and gossip. And still, just like a sniper rifle, it kills instantly with a precise shot to the head. What do you think about that?"
rifles_description,"Broń długa to karabiny wyborowe, śrutówki, czy karabiny samopowtarzalne - coś, co przydaje się, gdy masz zamiar stanąć naprzeciw połowy gangu, albo watahy mutantów. Pistolet, fajna rzecz, ale są sytuacje, kiedy jednak trzeba wygarnąć ostro i bez zahamowań. Wtedy bierzesz w łapy coś cięższego i ładujesz. Bez tej Umiejętności będzie ci to szło niesporo, niestety.","Long firearms include sniper rifles, shotguns, and semi-automatic rifles - something that comes in handy when you're about to face half a gang or a horde of mutants. A pistol is a nice thing, but there are situations when you need to step up without hesitation. That's when you take something heavier in your hands and load up. Without this skill, it won't go very well for you, unfortunately."
machine_gun_description,"Ciężkie karabiny i cała rzesza innego żelastwa, które wyrzuca dużo ołowiu w bardzo krótkim czasie. Ten sprzęt daje niezłego kopa, więc lepiej żebyś był bykiem i lepiej dobrze stał na nogach, bo inaczej położysz się na ziemię, a kule polecą w niebo. Broń maszynowa to ten rodzaj broni, który służy do walki z Molochem i mutantami. Glockiem ich nie sprzątniesz. Więc lepiej opanuj obsługę cekaemu, ok?","Heavy machine guns and a whole bunch of other gear that spews a lot of lead in a very short time. This equipment packs quite a punch, so you better be strong and have good footing, or else you'll hit the ground, and the bullets will fly into the sky. Machine guns are the kind of weapons used for fighting Moloch and mutants. You won't take them down with a Glock. So, better master the use of a machine gun, okay?"
bow_description,"Śmiej się bracie, śmiej się. Też miałem niezły ubaw, gdy pierwszy raz zobaczyłem faceta z Vegas z łukiem. Mało się nie poszczałem z radości. A potem facet dał mi pokaz umiejętności. Wiesz, że łuk niesie do trzystu metrów? Ja też nie wiedziałem. A wiesz, że jest cichszy od najlepszego tłumika? Mnie też wtedy jakoś to nie przyszło do głowy. A wiesz, no dobra śmiej się, śmiej.","Laugh, my friend, laugh. I had a good laugh too when I first saw a guy from Vegas with a bow. I nearly burst with joy. But then the guy gave me a demonstration of his skills. Did you know that a bow can reach up to three hundred meters? I didn't either. And did you know it's quieter than the best suppressor? I didn't think of that either. Well, go ahead, laugh, laugh."
crossbow_description,"Kusza ma to do siebie, że jest bronią z gatunku tych śmiesznych. Jeśli sięgniesz do bagażnika i wyciągniesz karabiny, zapadnie cisza. Gdy z wozu wyciągniesz kuszę, okoliczni frajerzy poszczają się ze śmiechu. Dlatego właśnie kusza to broń, z której strzelasz jak jesteś daleko od przeciwnika. Broń zasięgowa, jak mawiają.","The crossbow has this funny thing about it, that it's one of those weapons that can make you look ridiculous. When you reach into your trunk and pull out rifles, there's silence. But when you pull out a crossbow, the folks around you start bursting with laughter. That's why the crossbow is the weapon you use when you're far from the enemy. It's a long-range weapon, as they say."
slingshot_description,"Kawałek starej dętki lub skóry, worek kamieni i dobre oko wystarczą, by zamienić to w bardzo niebezpieczną broń. Proca się nie zacina, proca nie potrzebuje tłumika. Procę możesz schować w kieszeni, procy nie dostrzeże wykrywacz metalu. Ja nadal wolę mojego Glocka, ale znam kilku ludzi, którzy nie wymieniliby swojego kawałka skóry na żadną pukawkę.","A piece of old inner tube or leather, a bag of rocks, and a good eye are enough to turn it into a very dangerous weapon. A slingshot doesn't jam, a slingshot doesn't need a suppressor. You can slip a slingshot into your pocket, a metal detector won't notice it. I still prefer my Glock, but I know a few people who wouldn't trade their piece of leather for any firearm. "
sense_of_direction_description,"Wyczucie kierunku pozwala na wyznaczenie stron świata (na powierzchni i pod ziemią) i ogólne zorientowanie się w terenie. Dzięki tej Umiejętności możesz sprawdzić, czy nie zgubiłeś się w labiryncie. Pozwala ona również kreślić mapy. Jeżeli na niebie widać słońce, żaden problem. Gorzej, gdy nie ma światła, albo mgła czy ulewny deszcz zasłania wszystko.","Sense of direction allows you to determine the cardinal directions (on the surface and underground) and get a general sense of the terrain. With this skill, you can check if you've gotten lost in a maze. It also enables you to draw maps. If the sun is visible in the sky, it's no problem. It's more challenging when there's no light, or if fog or heavy rain obscures everything."
traps_description,"A to w ogóle jest ostra historia. Spieprzaliśmy przed ludźmi Szarego Proroka, wpadliśmy w środek kanionu, góry potężne, kamole wielkości stacji benzynowej na szczytach. I wiesz co zrobiliśmy? A spuściliśmy im taki jeden na głowę. Centralnie. Wyobraź sobie, jakbyś się czuł, jakby ci stacja benzynowa pieprznęła na czerep. Aha, na pewno powiem ci jak to zrobiliśmy, już spieszę... Powiem tyle: znasz słowo akustyka? Nie? Oni też nie znali...","And that's quite an intense story. We were running from the followers of the Gray Prophet, and we ended up in the middle of a canyon, colossal mountains the size of gas stations on the peaks. And you know what we did? Well, we dropped something right on their heads. Dead center. Just imagine how it feels when a gas station-sized thing crashes on your skull. Oh, I'll tell you how we did it, but let me tell you this much: ever heard of the word ""acoustics""? No? They didn't either…"
tracking_description,"O czym tu mówić? Puszczasz dwóch gości przez pustynię. Potem czekasz tydzień i puszczasz za nimi faceta, który twierdzi, że jest tropicielem. Jeśli ruszy za nimi i ich znajdzie, to znaczy, że faktycznie jest tropicielem. A to znaczy, że wykupił tę właśnie Umiejętność.","What is there to talk about? You let two guys through the desert. Then you wait for a week and let a guy follow them, claiming to be a tracker. If he follows them and finds them, it means he's truly a tracker. And that means he bought this very Skill."
listening_description,"Pewnie, możesz siedzieć w więźniu i przez pięć lat nasłuchiwać, czy ukochana przyszła cię odwiedzić. Taaa, ale obaj wiemy, że nie o to chodzi. Siedzisz, pijesz piwko, wokoło zabawa, miło, przyjemnie, jakaś panienka przymila się, siada na kolana... I nagle puk, coś przewróciło się za barakiem, przy siatce. Wyciszasz się, koncentrujesz i słyszysz szuranie. To Mike, strażnik. Ktoś ciągnie go po żwirze...","Sure, you can sit in prison for five years and listen to whether your beloved came to visit you. Yeah, but we both know that's not what it's about. You're sitting there, having a beer, having fun all around, nice and enjoyable, some girl cozying up, sitting on your lap... And suddenly a knock, something fell behind the barracks, near the fence. You hush down, focus, and hear shuffling. It's Mike, the guard. Someone's dragging him across the gravel…"
watching_out_description,"Dawno temu żył facet, wołali na niego Sokole Oko. Słyszałeś o nim? Tak? No i wszystko jasne.","A long time ago, there was a guy they called Hawk Eye. Have you heard of him? Yes? Well, that says it all."
vigilance_description,"Każdy ma czasem jakieś przeczucia. Szósty zmysł bywa potrzebny, ale jeśli poprze się go praktyką w unikaniu niebezpieczeństw, staje się niezastąpiony. Nie będę ściemniał. Bierz Czujność i nawet nie pytaj do czego ci się przyda. Jeżeli nigdy nie zostałeś okradziony przez kieszonkowca, nie zrozumiesz. Czujność przydaje się dosłownie w każdej sytuacji. Jesteśmy przecież otoczeni przez wrogów! Najlepszy kumpel może mieć zły dzień i poderżnąć ci gardło w czasie snu. Lawiny mają tendencje do spadania akurat gdy wspinasz się zboczem góry. Przyczajeni w krzakach mutanci tylko czekają, aż pójdziesz się odlać. Co cię uratuje w takich sytuacjach? Tylko Czujność!","Everyone has hunches sometimes. A sixth sense can be helpful, but when you combine it with practice in avoiding danger, it becomes invaluable. I won't beat around the bush. Take Awareness, and don't even ask how it will come in handy. If you've never been robbed by a pickpocket, you won't understand. Awareness is useful in literally every situation. After all, we're surrounded by enemies! Your best buddy could be having a bad day and slit your throat in your sleep. Avalanches have a tendency to fall just as you're climbing a mountain slope. Mutants lurking in the bushes are just waiting for you to go take a leak. What will save you in those situations? Only Awareness!"
sneaking_description,"Ludzie są nerwowi. Gdy usłyszą twoje kroki, może się zdarzyć, że zobaczysz lecący w twoim kierunku granat, nim w ogóle cię zobaczą. Lepiej chodzić jak Indianin. Bezgłośnie. Jak człowiek widmo.","People are nervous. When they hear your footsteps, it might happen that you see a grenade flying in your direction before they even see you. It's better to walk like an Indian. Silently. Like a ghost."
hiding_description,"Jeden z moich kumpli, poznałem faceta na pustyni, na południu kraju, powiedział mi kiedyś, że często najlepszym sposobem walki z przeciwnikiem, jest zejść mu z drogi. Uwierz mi, facet miał rację. Potrafił dosłownie rozpłynąć się w powietrzu, banda Black Cats mogła przemaszerować o cal od niego. Gdyby nie był takim spryciarzem, już dawno kopnął by w kalendarz. A tak żyje do dziś i ma się świetnie. Uważaj, może właśnie za tobą stoi.","One of my buddies, I met this guy in the desert down south in the country, he once told me that often the best way to fight an opponent is to get out of their way. Believe me, the guy was right. He could literally disappear into thin air, the Black Cats gang could march right past him. If he hadn't been so clever, he'd have kicked the bucket long ago. But now, he's still alive and kicking. Watch out, he might be standing right behind you."
cloaking_description,"Zatrzeć ślady, ważna rzecz, zwłaszcza, gdy podąża za tobą zgraja łowców głów, dwa gangi i Wesoły Zabójca. Warto potrafić zamaskować obozowisko, ukryć samochód, rozpalić ognisko tak, by nie wydało nawet krzty dymu. Wierz mi, byłem kiedyś w takiej sytuacji i to, że jeszcze z tobą rozmawiam, o czymś świadczy, nie sądzisz?","Erasing your tracks, that's an important skill, especially when a gang of bounty hunters, two gangs, and the Merry Killer are all chasing after you. Being able to conceal your camp, hide your vehicle, light a fire so that it doesn't give off even a wisp of smoke – it's worth it. Believe me, I've been in that situation before, and the fact that I'm still talking to you says something, doesn't it?"
hunting_description,"Tak się składa, że jeszcze nie przeglądałeś rozdziału w tym podręczniku, który opisuje stwory żyjące w tej okolicy, prawda? Uwierz mi, stworów jest cała masa. A każdy z nich posiada instynkt przetrwania. Więc jeśli będziesz chciał przyrządzić sobie na kolację jednego z nich, wiedz, że musisz być sprytniejszy. Musisz pokonać ten instynkt. To nie będzie proste. Przygotuj się na ciężką walkę o przetrwanie. Albo go dorwiesz i ubijesz, albo zdechniesz z głodu. Gotowy do łowów?","As it happens, you haven't reviewed the chapter in this manual that describes the creatures living in this area, have you? Believe me, there are plenty of creatures, and each one of them has a survival instinct. So if you want to make one of them your dinner, know that you have to be clever. You have to overcome that instinct. It won't be easy. Prepare for a tough battle for survival. Either you catch and kill it, or you'll die of hunger. Ready for the hunt?"
terrain_knowledge_description,"A to widzisz, jest jedna z tych Umiejętności, których faktycznie można się nauczyć. Wystarczy, że od dziecka wychowywałeś się na pustyni, a na pewno nauczyłeś się rozróżniać jadowite jaszczurki i trujące wiechcie. Pewnie kojarzysz też, kiedy zbliża się burza piaskowa, a kiedy będzie lało. Niech zgadnę, potrafisz rozbić obóz osłonięty od słońca, ukryć go przed gangerami i dzikimi zwierzętami, tak? Za każdy punkt Umiejętności gracz wybiera z listy terenów: śniegi, pustynia, bagno, lasy strefy umiarkowanej, lasy tropikalne, preria, morze, rzeki i jeziora, ruiny, góry itd.","
And you see, this is one of those Skills you can actually learn. If you grew up in the desert from a young age, you certainly learned to distinguish venomous lizards and poisonous weeds. You probably also know when a sandstorm is approaching and when it's going to rain. Let me guess, you can set up a camp sheltered from the sun, hide it from gangers and wild animals, right? For each point in this Skill, the player chooses from a list of terrains: snow, desert, swamp, temperate zone forests, tropical forests, prairies, seas, rivers and lakes, ruins, mountains, etc."
water_aquisition_description,"Czasy hipermarketów odeszły w niepamięć. Zresztą nawet nie w tym problem, bo jeśli mieszkasz w mieście, nie powinieneś mieć problemów z wodą. Problemy zaczynają się na pustyni. I albo jesteś różdżkarzem, albo masz tira pełnego beczek z wodą, albo zdychasz z pragnienia po trzech dniach. Nawet po dwóch, jak sądzę.","The times of hypermarkets are long gone. Anyway, that's not the issue because if you live in the city, you shouldn't have problems with water. The real problems start in the desert. You either need to be a water wizard, have a truck full of water barrels, or you'll die of thirst within three days. Maybe even two, I suppose."
intimidation_description,"Jak podniesiesz głos, mają się spocić. Jak krzykniesz, mają się zesrać. I to w sumie wszystko.","
If you raise your voice, they should start sweating. If you yell, they should crap their pants. And that's pretty much it."
persuasion_description,"Tak, to jest ta najważniejsza zdolność - walka umysłów. Albo on, albo ty. Spoglądasz facetowi prosto w oczy i robisz groźną minę. On robi to samo. Także patrzy ci prosto w oczy i robi groźną minę. Jeden z was odwróci wzrok. Nie wytrzyma. Przegra. Chcesz spróbować? Spójrz. No chodź tu, spójrz mi prosto w oczy. No już, nie bój się.","Yes, this is the most important ability - the battle of wits. It's either him or you. You look the guy straight in the eyes and make a menacing face. He does the same. He also looks you straight in the eyes and makes a menacing face. One of you will look away. They won't withstand it. They'll lose. Do you want to try? Look. Come on, look me straight in the eyes. Come on, don't be afraid. "
leadership_abilities_description,"Trzeba być kimś, by ludzie cię słuchali. Albo inaczej, zasadniczo nie trzeba być kimś. Po prostu trzeba na kogoś wyglądać. Ale to nie wszystko. Jak powiesz, by ruszyli za tobą, ruszą. Jeśli powiesz, by się zamknęli, zamkną się. Jeśli powiesz, by... no dobra, na stacjach benzynowych to nie działa. Nie zatankujesz za friko, nawet jeśli masz dowodzenie na dwudziestce.","You have to be someone for people to listen to you. Or in other words, you don't really have to be someone. You just have to look like someone. But that's not all. If you say they should follow you, they will. If you say they should shut up, they will. If you say... well, okay, it doesn't work at gas stations. You won't get free fuel even if you have a twenty on you."
perceiving_emotions_description,"No i wyobraź sobie, widzisz faceta, wielki jak Juggernaut, piana leci mu z pyska, cały aż się trzęsie, włosy zmierzwione... To proste, jest wściekły. Jeśli się podszkolisz w dostrzeganiu emocji ludzi, jeden zero dla ciebie. Wiedzieć, czy facet, który stoi naprzeciw, boi się, czy też naprawdę jest taki twardy, na jakiego wygląda. Czy się niecierpliwi, czy myśli o czymś innym, czy może jest skupiony jak jasna cholera?","Now, imagine this: you see a guy, huge as a Juggernaut, foam coming out of his mouth, he's all trembling, hair all messed up... It's simple, he's angry. If you learn how to read people's emotions, that's one point for you. Knowing if the guy standing across from you is scared or if he's really as tough as he looks. Is he getting impatient, thinking about something else, or maybe he's focused as hell?"
